treat,response_wave_ID,exp_1_prompt,meta_OS,age_65,educ,PID,crt,gender,age,polknow,internet_usage,ambivalent_sexism,post_favor_Sanders
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,25,0.7142857142857143,6,3.2,40
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0,Male,35,0.7142857142857143,7,3.4,63
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Male,72,1,7,3.2,100
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,67,0.2857142857142857,7,4.2,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Male,36,0.8571428571428571,6,2.8,0
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,70,1,7,2.2,0
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Male,61,1,5,2.6,42
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,35,0.7142857142857143,7,1.8,32
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,70,0.8571428571428571,5,2.8,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,63,0.8571428571428571,6,1.4,100
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,63,1,7,1.4,93
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,59,1,6,1.8,70
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Independent,0.6666666666666666,Male,69,1,5,3,40
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,62,1,6,2.2,80
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,27,0.42857142857142855,7,1.4,48
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,49,1,7,2,21
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,74,0.7142857142857143,6,4,85
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0.6666666666666666,Male,53,0.7142857142857143,6,1.8,88
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,51,0.5714285714285714,7,3.2,50
control,SV_0xlqWlOfO10wuYl,info,mobile,>65,Postgraduate,Republican,0,Male,66,1,6,2.6,47
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Male,65,1,6,3,15
skit,SV_0xlqWlOfO10wuYl,control,mobile,>65,College,Republican,0,Male,64,0.8571428571428571,6,3,2
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.6666666666666666,Female,20,0.42857142857142855,6,2.8,43
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.6666666666666666,Male,54,1,5,2.6,76
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.3333333333333333,Male,58,1,7,3.4,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,49,0.7142857142857143,6,3.4,3
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Female,59,0.5714285714285714,7,3,75
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,67,1,7,2.4,50
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0,Female,67,1,6,2,84
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,64,1,5,2.6,0
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Female,57,1,7,3,0
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.6666666666666666,Female,61,0.8571428571428571,6,2.4,25
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,75,1,5,2.2,100
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,57,1,6,2.2,84
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,36,0.8571428571428571,7,2.8,71
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Independent,1,Male,36,1,7,3.2,73
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Male,64,1,6,3,30
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.3333333333333333,Male,42,0.7142857142857143,6,2.6,41
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,78,1,6,2.2,89
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0.3333333333333333,Female,51,0.7142857142857143,6,4,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.6666666666666666,Female,63,0.8571428571428571,6,3.2,73
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,52,1,7,1.6,60
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,76,0.8571428571428571,5,1.4,93
text,SV_0xlqWlOfO10wuYl,control,mobile,>65,College,Republican,0,Male,70,1,6,2.4,43
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,43,0.42857142857142855,7,2.8,50
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,58,0.7142857142857143,6,3.6,37
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,65,0.8571428571428571,7,3.2,18
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,41,0.7142857142857143,7,2,85
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,37,1,7,2.6,71
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,71,0.42857142857142855,5,4.4,15
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Female,39,0.8571428571428571,6,1,100
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Democrat,0,Male,35,1,7,1.4,50
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,75,1,6,3.4,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,47,0.7142857142857143,7,3,16
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,56,0.8571428571428571,6,2.8,60
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,60,0.8571428571428571,7,3,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Female,67,0.14285714285714285,6,3.2,0
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.6666666666666666,Male,22,0.8571428571428571,6,1.4,32
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,70,0.5714285714285714,6,2.8,0
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Republican,0.6666666666666666,Female,71,1,6,2.8,5
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Male,67,0.42857142857142855,6,1.6,0
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,55,1,6,3,18
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,66,1,7,4,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,67,1,6,3,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Male,62,1,6,2.8,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Independent,0.3333333333333333,Female,62,0.8571428571428571,7,3.4,50
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,55,0.5714285714285714,6,2.6,36
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,76,0.8571428571428571,6,1.4,95
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,71,1,6,3.8,0
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.6666666666666666,Male,30,1,5,3.8,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0,Male,33,0.8571428571428571,7,1,74
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.6666666666666666,Female,26,0.5714285714285714,7,2.6,34
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,60,0.8571428571428571,7,4,33
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,71,1,6,2.2,75
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Female,64,0.5714285714285714,7,2.2,37
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,68,0.7142857142857143,6,4.2,0
ad,SV_0xlqWlOfO10wuYl,info,mobile,>65,College,Republican,0.6666666666666666,Male,72,1,6,4.2,100
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Male,71,0.8571428571428571,6,3.2,10
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Male,60,0.7142857142857143,7,3,60
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.6666666666666666,Female,66,1,6,3,19
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Male,37,0.7142857142857143,6,2,39
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Female,68,1,5,4.4,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Female,52,0.8571428571428571,7,3,44
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,69,0.8571428571428571,6,2.4,81
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,56,0.7142857142857143,6,3.2,50
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,66,1,7,2.4,57
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,63,1,6,2.4,25
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Male,37,0.7142857142857143,7,4.4,62
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Male,78,1,6,3.4,18
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,66,0.5714285714285714,6,3.6,46
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,80,0.7142857142857143,6,3.8,0
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.3333333333333333,Female,45,0.7142857142857143,7,2,38
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Female,63,1,6,2,100
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Independent,0.3333333333333333,Female,63,1,6,2.6,14
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Male,40,1,6,3.2,42
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,31,0.8571428571428571,7,3.2,20
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,53,0.8571428571428571,6,3.6,0
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Independent,0.3333333333333333,Female,54,0.5714285714285714,6,3.4,48
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.6666666666666666,Female,64,1,5,2.8,50
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.6666666666666666,Female,33,0.8571428571428571,7,2.8,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Female,43,0.42857142857142855,7,3.2,10
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Independent,0.3333333333333333,Female,80,0.2857142857142857,7,2.4,50
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,70,0.5714285714285714,7,3,85
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,61,1,7,2,62
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Male,38,0.8571428571428571,7,1.6,82
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,58,0.8571428571428571,6,2.2,30
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Other,70,1,6,1.8,82
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Male,68,1,6,3,100
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Male,36,1,6,3.4,59
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.6666666666666666,Male,37,0.8571428571428571,6,3,9
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0,Female,66,1,6,4,0
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Male,49,0.2857142857142857,7,3.8,50
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Independent,0.6666666666666666,Female,59,0.7142857142857143,6,2.6,90
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Female,53,1,5,3.6,81
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,35,0.5714285714285714,7,2.6,73
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.6666666666666666,Female,33,0.5714285714285714,7,4,57
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Male,54,0.8571428571428571,6,3.6,6
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0,Female,58,0.7142857142857143,6,2.8,40
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,75,1,5,2.8,95
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,60,0.8571428571428571,6,3.2,70
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,62,0.8571428571428571,7,1,56
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,66,0.8571428571428571,6,2.8,73
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Female,70,1,6,3.4,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Male,68,1,7,2.8,94
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0.6666666666666666,Female,70,1,6,2.6,38
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Female,71,0.7142857142857143,6,2.8,28
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,<High school,Republican,0.3333333333333333,Female,59,0.8571428571428571,6,3.8,1
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Female,61,1,5,1.4,85
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0,Male,76,1,6,3.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Independent,0.6666666666666666,Male,78,0.8571428571428571,6,2.8,39
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,38,1,7,1.8,64
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,66,1,6,2.4,82
ad,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Republican,0.3333333333333333,Male,39,0.7142857142857143,7,4,8
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0,Male,40,0.42857142857142855,7,3,53
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,60,1,6,2.8,50
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Independent,0.3333333333333333,Female,60,0.8571428571428571,7,2.4,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Independent,0,Male,22,0.7142857142857143,7,3,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,61,0.5714285714285714,7,2.6,38
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,75,0.8571428571428571,5,3,91
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,63,0.8571428571428571,6,3,46
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,88,0.7142857142857143,6,2.8,50
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0,Male,19,0.5714285714285714,6,2.8,41
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Male,76,1,6,1.8,62
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Female,57,1,7,3.2,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Female,71,1,6,3.2,20
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,61,0.42857142857142855,6,4.4,93
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Republican,0.6666666666666666,Male,37,0.8571428571428571,7,2.2,0
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Independent,0.3333333333333333,Male,45,0.42857142857142855,7,3.6,50
audio,SV_0xlqWlOfO10wuYl,info,mobile,>65,Postgraduate,Democrat,0.6666666666666666,Male,70,1,7,1.8,88
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Independent,0,Male,21,0.2857142857142857,6,3,59
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,54,1,6,2,60
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,70,0.8571428571428571,6,2.8,31
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Female,63,0.7142857142857143,7,3.8,0
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0,Male,52,0.8571428571428571,7,3.4,0
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Male,37,0.8571428571428571,7,3.6,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,63,1,7,2,95
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,54,0.5714285714285714,5,4.2,94
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0,Female,65,1,5,3.6,0
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,21,0.8571428571428571,7,2.4,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,70,1,7,3.2,63
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Independent,0.3333333333333333,Male,35,0.2857142857142857,6,3.6,25
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.3333333333333333,Male,23,1,7,3,39
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.3333333333333333,Male,36,0.7142857142857143,7,3.2,40
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,67,0.7142857142857143,7,2.8,100
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0,Female,85,0.8571428571428571,5,3.8,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Male,68,1,6,2.6,61
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,72,0.8571428571428571,6,2.4,94
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Independent,0,Male,24,0.2857142857142857,7,3.2,48
ad,SV_0xlqWlOfO10wuYl,info,mobile,>65,College,Republican,0.3333333333333333,Male,66,1,7,2.6,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Female,71,0.8571428571428571,6,2.4,3
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0,Female,54,0.5714285714285714,6,2.4,45
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Independent,0,Female,55,0.7142857142857143,5,3.4,7
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Male,80,1,6,1.6,0
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Independent,0.3333333333333333,Female,72,0.42857142857142855,7,3.6,60
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Male,60,0.42857142857142855,5,3,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.6666666666666666,Female,66,1,7,2.6,23
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,38,0.7142857142857143,7,2.8,25
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Male,51,1,7,4,66
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,65,1,6,1.5,100
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Male,68,0.5714285714285714,7,3,100
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,76,1,6,2.8,0
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,64,1,6,1.8,70
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,58,1,7,2,11
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,52,0.42857142857142855,6,2.6,85
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,63,0.7142857142857143,6,3.2,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Female,65,1,6,1.8,75
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,82,0.5714285714285714,5,2.6,54
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Male,47,1,7,2.2,100
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,35,0.5714285714285714,7,2.2,9
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,59,1,6,2.2,95
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,68,1,6,3.2,65
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0,Female,63,1,6,2.6,87
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.6666666666666666,Male,64,1,6,2.6,46
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.6666666666666666,Female,66,0.8571428571428571,6,1.8,100
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.6666666666666666,Male,60,0.7142857142857143,6,2.4,42
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,63,0.8571428571428571,6,2.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,76,0.42857142857142855,7,3.6,0
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0,Female,70,1,6,2.6,50
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,19,1,6,3.2,72
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.3333333333333333,Male,39,0.5714285714285714,7,3,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.6666666666666666,Female,70,1,6,1.8,71
